Year,Month,Day,Time,ARRESTAGENCY,Charge_Desc,MINUCRCODE,MINCHARGECODE,MAIN_CRIMECODE,GDISTRICT,BRICArrestCode,GREPORTING,,,,,,,,,,,,
2017,2,25,14:00.0,Boston Police Department,Violation of an Existing Restraining Order,0619,12312,,D4,06xx,,,,,,,,,,,,,
2017,2,26,08:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,,,,,,,,,,,,,
2017,2,26,45:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,314,,,,,,,,,,,,
2017,2,26,08:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,552,,,,,,,,,,,,
2017,2,26,57:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B3,Arrest,434,,,,,,,,,,,,
2017,2,26,39:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B2,04xx,260,,,,,,,,,,,,
2017,2,26,54:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B2,04xx,325,,,,,,,,,,,,
2017,2,27,30:00.0,Boston Police Department,Violation of an Existing Restraining Order,1102,12312,,B2,11xx,281,,,,,,,,,,,,
2017,2,27,28:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,335,,,,,,,,,,,,
2017,2,27,30:00.0,Boston Police Department,Assault (209A),0801,12313,,A1,08xx,125,,,,,,,,,,,,
2017,2,27,51:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B2,04xx,314,,,,,,,,,,,,
2017,2,28,16:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,,,,,,,,,,,,,
2017,2,28,37:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D14,04xx,771,,,,,,,,,,,,
2017,2,28,05:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,522,,,,,,,,,,,,
2017,3,1,32:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,172,,,,,,,,,,,,
2017,3,2,44:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,B2,04xx,319,,,,,,,,,,,,
2017,3,2,03:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,,,,,,,,,,,,,
2017,3,2,49:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D14,04xx,795,,,,,,,,,,,,
2017,3,2,05:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,685,,,,,,,,,,,,
2017,3,2,52:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,453,,,,,,,,,,,,
2017,3,3,51:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,E5,04xx,712,,,,,,,,,,,,
2017,3,3,56:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,710,,,,,,,,,,,,
2017,3,3,53:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,465,,,,,,,,,,,,
2017,3,3,13:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,,,,,,,,,,,,,
2017,3,3,03:00.0,Boston Police Department,Assault & Battery (209A),0520,12314,,E18,05RB,961,,,,,,,,,,,,
2017,3,3,00:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,028,,,,,,,,,,,,
2017,3,4,11:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,427,,,,,,,,,,,,
2017,3,4,12:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,,,,,,,,,,,,,
2017,3,4,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,710,,,,,,,,,,,,
2017,3,4,46:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,453,,,,,,,,,,,,
2017,3,5,23:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A15,08xx,055,,,,,,,,,,,,
2017,3,5,31:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,794,,,,,,,,,,,,
2017,3,5,18:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,685,,,,,,,,,,,,
2017,3,5,53:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,428,,,,,,,,,,,,
2017,3,5,03:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,328,,,,,,,,,,,,
2017,3,5,33:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,,,,,,,,,,,,,
2017,3,5,53:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D4,04xx,166,,,,,,,,,,,,
2017,3,6,22:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,,,,,,,,,,,,,
2017,3,6,36:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,177,,,,,,,,,,,,
2017,3,6,37:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,150,,,,,,,,,,,,
2017,3,7,21:00.0,Boston Police Department,Threats (209A),2647,12316,,C11,08xx,235,,,,,,,,,,,,
2017,3,7,24:00.0,Boston Police Department,Assault & Battery (209A),0404,12314,,B2,04xx,279,,,,,,,,,,,,
2017,3,8,25:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,A15,Arrest,047,,,,,,,,,,,,
2017,3,8,58:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B3,04xx,465,,,,,,,,,,,,
2017,3,8,37:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B3,04xx,435,,,,,,,,,,,,
2017,3,8,20:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,A1,04xx,111,,,,,,,,,,,,
2017,3,8,47:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,,,,,,,,,,,,,
2017,3,9,39:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,A7,04xx,014,,,,,,,,,,,,
2017,3,9,56:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B2,Arrest,276,,,,,,,,,,,,
2017,3,9,42:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,936,,,,,,,,,,,,
2017,3,9,13:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,555,,,,,,,,,,,,
2017,3,9,53:00.0,Boston Police Department,Violation of an Existing Restraining Order,2910,12312,,A7,VAL,028,,,,,,,,,,,,
2017,3,10,02:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,156,,,,,,,,,,,,
2017,3,10,48:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,612,,,,,,,,,,,,
2017,3,10,16:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,265,,,,,,,,,,,,
2017,3,11,29:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,181,,,,,,,,,,,,
2017,3,11,25:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,942,,,,,,,,,,,,
2017,3,11,41:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,281,,,,,,,,,,,,
2017,3,11,55:00.0,Boston Police Department,Assault & Battery (209A),0520,12314,,C6,05RB,914,,,,,,,,,,,,
2017,3,11,34:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,258,,,,,,,,,,,,
2017,3,11,53:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,822,,,,,,,,,,,,
2017,3,11,44:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,912,,,,,,,,,,,,
2017,3,11,47:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,,,,,,,,,,,,,
2017,3,11,07:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,304,,,,,,,,,,,,
2017,3,12,18:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,450,,,,,,,,,,,,
2017,3,12,46:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,080,,,,,,,,,,,,
2017,3,12,28:00.0,Boston Police Department,Assault (209A),0801,12313,,B2,08xx,323,,,,,,,,,,,,
2017,3,12,26:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,439,,,,,,,,,,,,
2017,3,12,44:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,328,,,,,,,,,,,,
2017,3,13,04:00.0,Boston Police Department,Assault & Battery (209A),0511,12314,,B2,05RB,325,,,,,,,,,,,,
2017,3,13,01:00.0,Boston Police Department,Violation of an Existing Restraining Order,0727,12312,,D4,07xx,138,,,,,,,,,,,,
2017,3,13,31:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,304,,,,,,,,,,,,
2017,3,13,16:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,347,,,,,,,,,,,,
2017,3,13,26:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,A15,04xx,055,,,,,,,,,,,,
2017,3,13,51:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,464,,,,,,,,,,,,
2017,3,14,56:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,494,,,,,,,,,,,,
2017,3,14,42:00.0,Boston Police Department,Violation of an Existing Restraining Order,0619,12312,,B2,06xx,317,,,,,,,,,,,,
2017,3,14,56:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,025,,,,,,,,,,,,
2017,3,15,12:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,203,,,,,,,,,,,,
2017,3,15,36:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,901,,,,,,,,,,,,
2017,3,16,55:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,,,,,,,,,,,,,
2017,3,16,55:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,327,,,,,,,,,,,,
2017,3,16,50:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,436,,,,,,,,,,,,
2017,3,16,12:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,355,,,,,,,,,,,,
2017,3,16,37:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,355,,,,,,,,,,,,
2017,3,17,53:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,207,,,,,,,,,,,,
2017,3,17,36:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B2,Arrest,238,,,,,,,,,,,,
2017,3,17,37:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,023,,,,,,,,,,,,
2017,3,17,24:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B2,04xx,329,,,,,,,,,,,,
2017,3,17,20:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,,,,,,,,,,,,,
2017,3,18,48:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,027,,,,,,,,,,,,
2017,3,18,12:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,113,,,,,,,,,,,,
2017,3,18,47:00.0,Boston Police Department,Assault (209A),0801,12313,,A1,08xx,075,,,,,,,,,,,,
2017,3,18,25:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,602,,,,,,,,,,,,
2017,3,18,04:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,465,,,,,,,,,,,,
2017,3,19,42:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,270,,,,,,,,,,,,
2017,3,19,13:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,291,,,,,,,,,,,,
2017,3,19,45:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,316,,,,,,,,,,,,
2017,3,19,18:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,316,,,,,,,,,,,,
2017,3,19,17:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,117,,,,,,,,,,,,
2017,3,19,00:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,355,,,,,,,,,,,,
2017,3,19,35:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,,,,,,,,,,,,,
2017,3,20,22:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,130,,,,,,,,,,,,
2017,3,20,28:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,A7,04xx,028,,,,,,,,,,,,
2017,3,20,43:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B2,04xx,318,,,,,,,,,,,,
2017,3,20,29:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,426,,,,,,,,,,,,
2017,3,20,16:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,824,,,,,,,,,,,,
2017,3,20,32:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B3,04xx,444,,,,,,,,,,,,
2017,3,21,12:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D14,04xx,806,,,,,,,,,,,,
2017,3,21,33:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,069,,,,,,,,,,,,
2017,3,21,07:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,520,,,,,,,,,,,,
2017,3,21,24:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,187,,,,,,,,,,,,
2017,3,22,49:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,487,,,,,,,,,,,,
2017,3,22,56:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,550,,,,,,,,,,,,
2017,3,22,27:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,456,,,,,,,,,,,,
2017,3,23,34:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,901,,,,,,,,,,,,
2017,3,23,20:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,822,,,,,,,,,,,,
2017,3,23,48:00.0,Boston Police Department,Assault (209A),0801,12313,,D4,08xx,157,,,,,,,,,,,,
2017,3,23,57:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,E5,Arrest,563,,,,,,,,,,,,
2017,3,23,46:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,941,,,,,,,,,,,,
2017,3,23,01:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,,,,,,,,,,,,,
2017,3,23,12:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,C11,04xx,332,,,,,,,,,,,,
2017,3,24,03:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,216,,,,,,,,,,,,
2017,3,24,47:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B3,Arrest,469,,,,,,,,,,,,
2017,3,25,55:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,A7,Arrest,022,,,,,,,,,,,,
2017,3,25,19:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A15,08xx,059,,,,,,,,,,,,
2017,3,25,49:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,435,,,,,,,,,,,,
2017,3,25,35:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,078,,,,,,,,,,,,
2017,3,25,47:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,C11,04xx,336,,,,,,,,,,,,
2017,3,25,57:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,811,,,,,,,,,,,,
2017,3,26,52:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,113,,,,,,,,,,,,
2017,3,26,59:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,A7,04xx,017,,,,,,,,,,,,
2017,3,26,05:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,089,,,,,,,,,,,,
2017,3,26,24:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B2,04xx,901,,,,,,,,,,,,
2017,3,27,43:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,414,,,,,,,,,,,,
2017,3,27,48:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,493,,,,,,,,,,,,
2017,3,27,15:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,,,,,,,,,,,,,
2017,3,27,27:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,435,,,,,,,,,,,,
2017,3,27,56:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,378,,,,,,,,,,,,
2017,3,28,39:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,527,,,,,,,,,,,,
2017,3,28,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,358,,,,,,,,,,,,
2017,3,28,46:00.0,Boston Police Department,Assault & Battery (209A),0613,12314,,D14,06xx,809,,,,,,,,,,,,
2017,3,28,48:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,317,,,,,,,,,,,,
2017,3,29,27:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,355,,,,,,,,,,,,
2017,3,29,53:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,320,,,,,,,,,,,,
2017,3,29,47:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,453,,,,,,,,,,,,
2017,3,30,30:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,298,,,,,,,,,,,,
2017,3,30,30:00.0,Boston Police Department,Violation of an Existing Restraining Order,1401,12312,,B3,14xx,,,,,,,,,,,,,
2017,3,30,33:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,095,,,,,,,,,,,,
2017,3,30,12:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,330,,,,,,,,,,,,
2017,3,31,58:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,952,,,,,,,,,,,,
2017,3,31,07:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,465,,,,,,,,,,,,
2017,4,1,02:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,304,,,,,,,,,,,,
2017,4,1,14:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B2,Arrest,259,,,,,,,,,,,,
2017,4,1,06:00.0,Boston Police Department,Threats (209A),0510,12316,,E18,05RB,940,,,,,,,,,,,,
2017,4,1,41:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,433,,,,,,,,,,,,
2017,4,1,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,143,,,,,,,,,,,,
2017,4,1,40:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,453,,,,,,,,,,,,
2017,4,1,24:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,282,,,,,,,,,,,,
2017,4,2,01:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B3,Arrest,454,,,,,,,,,,,,
2017,4,2,20:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,C11,04xx,356,,,,,,,,,,,,
2017,4,2,50:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,E13,Arrest,577,,,,,,,,,,,,
2017,4,2,15:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,,,,,,,,,,,,,
2017,4,2,04:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B3,04xx,434,,,,,,,,,,,,
2017,4,2,45:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,345,,,,,,,,,,,,
2017,4,2,52:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,291,,,,,,,,,,,,
2017,4,2,42:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,348,,,,,,,,,,,,
2017,4,3,01:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,C11,04xx,355,,,,,,,,,,,,
2017,4,3,36:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,791,,,,,,,,,,,,
2017,4,3,52:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,,,,,,,,,,,,,
2017,4,3,34:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,358,,,,,,,,,,,,
2017,4,4,48:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,694,,,,,,,,,,,,
2017,4,4,27:00.0,Boston Police Department,Violation of an Existing Restraining Order,0802,12312,,A7,08xx,,,,,,,,,,,,,
2017,4,4,49:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,,,,,,,,,,,,,
2017,4,5,13:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,405,,,,,,,,,,,,
2017,4,6,50:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B3,Arrest,425,,,,,,,,,,,,
2017,4,6,49:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,612,,,,,,,,,,,,
2017,4,6,04:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,612,,,,,,,,,,,,
2017,4,6,53:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B2,Arrest,330,,,,,,,,,,,,
2017,4,6,10:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,397,,,,,,,,,,,,
2017,4,6,28:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,023,,,,,,,,,,,,
2017,4,6,20:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,332,,,,,,,,,,,,
2017,4,7,08:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,183,,,,,,,,,,,,
2017,4,7,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,134,,,,,,,,,,,,
2017,4,7,13:00.0,Boston Police Department,Assault (209A),0801,12313,,D4,08xx,273,,,,,,,,,,,,
2017,4,7,25:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,A1,Arrest,120,,,,,,,,,,,,
2017,4,7,27:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,437,,,,,,,,,,,,
2017,4,8,41:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,334,,,,,,,,,,,,
2017,4,8,54:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B3,04xx,475,,,,,,,,,,,,
2017,4,8,37:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,016,,,,,,,,,,,,
2017,4,8,56:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,333,,,,,,,,,,,,
2017,4,8,34:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,537,,,,,,,,,,,,
2017,4,8,11:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,A7,04xx,024,,,,,,,,,,,,
