Year,Month,Day,Time,ARRESTAGENCY,Charge_Desc,MINUCRCODE,MINCHARGECODE,MAIN_CRIMECODE,GDISTRICT,BRICArrestCode,GREPORTING,,,,,,,,,,,,
2019,3,17,08:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,118,,,,,,,,,,,,
2019,3,17,07:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,E13,04xx,582,,,,,,,,,,,,
2019,3,17,05:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,288,,,,,,,,,,,,
2019,3,17,41:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,441,,,,,,,,,,,,
2019,3,17,40:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,,,,,,,,,,,,,
2019,3,17,35:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,A15,04xx,900,,,,,,,,,,,,
2019,3,17,49:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,E18,04xx,,,,,,,,,,,,,
2019,3,18,12:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,077,,,,,,,,,,,,
2019,3,18,26:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,806,,,,,,,,,,,,
2019,3,18,40:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,498,,,,,,,,,,,,
2019,3,18,51:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,C6,04xx,914,,,,,,,,,,,,
2019,3,18,36:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,335,,,,,,,,,,,,
2019,3,18,24:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B2,Arrest,,,,,,,,,,,,,
2019,3,18,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,959,,,,,,,,,,,,
2019,3,19,38:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,627,,,,,,,,,,,,
2019,3,19,28:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,429,,,,,,,,,,,,
2019,3,20,06:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,D4,Arrest,,,,,,,,,,,,,
2019,3,20,36:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,318,,,,,,,,,,,,
2019,3,20,37:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,417,,,,,,,,,,,,
2019,3,20,54:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,E18,Arrest,524,,,,,,,,,,,,
2019,3,20,47:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C6,Arrest,,,,,,,,,,,,,
2019,3,20,27:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,A1,Arrest,061,,,,,,,,,,,,
2019,3,20,01:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,326,,,,,,,,,,,,
2019,3,21,10:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,,,,,,,,,,,,,
2019,3,21,39:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,472,,,,,,,,,,,,
2019,3,21,56:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,393,,,,,,,,,,,,
2019,3,22,22:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,395,,,,,,,,,,,,
2019,3,22,52:00.0,Boston Police Department,Assault (209A),0801,12313,,C11,08xx,355,,,,,,,,,,,,
2019,3,22,37:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B2,Arrest,,,,,,,,,,,,,
2019,3,23,48:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,416,,,,,,,,,,,,
2019,3,23,11:00.0,Boston Police Department,Assault & Battery (209A),0530,12314,,D4,05CB,617,,,,,,,,,,,,
2019,3,23,30:00.0,Boston Police Department,Assault (209A),0801,12313,,B2,08xx,258,,,,,,,,,,,,
2019,3,23,37:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,405,,,,,,,,,,,,
2019,3,23,05:00.0,Boston Police Department,Violation of an Existing Restraining Order,1842,12312,DARR,D4,18xx,130,,,,,,,,,,,,
2019,3,23,49:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,385,,,,,,,,,,,,
2019,3,24,21:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,273,,,,,,,,,,,,
2019,3,24,35:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,432,,,,,,,,,,,,
2019,3,24,41:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,472,,,,,,,,,,,,
2019,3,25,55:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,358,,,,,,,,,,,,
2019,3,25,01:00.0,Boston Police Department,Assault & Battery (209A),0623,12314,,C11,06xx,366,,,,,,,,,,,,
2019,3,25,51:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,D14,Arrest,761,,,,,,,,,,,,
2019,3,25,03:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,444,,,,,,,,,,,,
2019,3,25,01:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,759,,,,,,,,,,,,
2019,3,26,26:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,028,,,,,,,,,,,,
2019,3,26,32:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,130,,,,,,,,,,,,
2019,3,26,30:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,,,,,,,,,,,,,
2019,3,27,25:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,D4,04xx,136,,,,,,,,,,,,
2019,3,27,54:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,C11,04xx,350,,,,,,,,,,,,
2019,3,27,34:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B3,Arrest,434,,,,,,,,,,,,
2019,3,27,30:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,E18,04xx,488,,,,,,,,,,,,
2019,3,28,41:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,,,,,,,,,,,,,
2019,3,28,59:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,333,,,,,,,,,,,,
2019,3,28,34:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,905,,,,,,,,,,,,
2019,3,28,05:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,466,,,,,,,,,,,,
2019,3,28,31:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,402,,,,,,,,,,,,
2019,3,28,49:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,563,,,,,,,,,,,,
2019,3,29,30:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,771,,,,,,,,,,,,
2019,3,29,35:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,243,,,,,,,,,,,,
2019,3,29,57:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,265,,,,,,,,,,,,
2019,3,29,00:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,,,,,,,,,,,,,
2019,3,29,09:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A15,08xx,050,,,,,,,,,,,,
2019,3,29,48:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,417,,,,,,,,,,,,
2019,3,29,14:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,D4,Arrest,130,,,,,,,,,,,,
2019,3,29,42:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,469,,,,,,,,,,,,
2019,3,29,06:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,A1,04xx,099,,,,,,,,,,,,
2019,3,29,40:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,415,,,,,,,,,,,,
2019,3,29,05:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,437,,,,,,,,,,,,
2019,3,30,30:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,822,,,,,,,,,,,,
2019,3,30,04:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,,,,,,,,,,,,,
2019,3,30,17:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,551,,,,,,,,,,,,
2019,3,30,22:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,273,,,,,,,,,,,,
2019,3,30,54:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,282,,,,,,,,,,,,
2019,3,31,31:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,781,,,,,,,,,,,,
2019,3,31,20:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,342,,,,,,,,,,,,
2019,3,31,10:00.0,Boston Police Department,Assault (209A),0801,12313,,B3,08xx,469,,,,,,,,,,,,
2019,3,31,01:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,602,,,,,,,,,,,,
2019,3,31,52:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B2,Arrest,319,,,,,,,,,,,,
2019,3,31,01:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,C6,04xx,178,,,,,,,,,,,,
2019,4,1,22:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A15,08xx,055,,,,,,,,,,,,
2019,4,1,58:00.0,Boston Police Department,Violation of an Existing Restraining Order,0633,12312,,C11,06xx,362,,,,,,,,,,,,
2019,4,1,54:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,280,,,,,,,,,,,,
2019,4,1,12:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,161,,,,,,,,,,,,
2019,4,1,29:00.0,Boston Police Department,Violation of an Existing Restraining Order,0802,12312,,D4,08xx,619,,,,,,,,,,,,
2019,4,2,28:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,A7,04xx,028,,,,,,,,,,,,
2019,4,2,53:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,273,,,,,,,,,,,,
2019,4,2,24:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B3,04xx,432,,,,,,,,,,,,
2019,4,3,54:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,303,,,,,,,,,,,,
2019,4,3,14:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,282,,,,,,,,,,,,
2019,4,3,13:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,E5,04xx,550,,,,,,,,,,,,
2019,4,3,37:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,326,,,,,,,,,,,,
2019,4,3,25:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,D4,Arrest,285,,,,,,,,,,,,
2019,4,4,01:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,823,,,,,,,,,,,,
2019,4,4,27:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,,,,,,,,,,,,,
2019,4,5,15:00.0,Boston Police Department,Assault & Battery (209A),0404,12314,,A1,04xx,065,,,,,,,,,,,,
2019,4,5,13:00.0,Boston Police Department,Assault & Battery (209A),0619,12314,,B2,06xx,261,,,,,,,,,,,,
2019,4,5,19:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,945,,,,,,,,,,,,
2019,4,6,49:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,151,,,,,,,,,,,,
2019,4,6,03:00.0,Boston Police Department,Violation of an Existing Restraining Order,0802,12312,,C11,08xx,393,,,,,,,,,,,,
2019,4,6,45:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,245,,,,,,,,,,,,
2019,4,6,24:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,028,,,,,,,,,,,,
2019,4,8,00:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,C11,04xx,,,,,,,,,,,,,
2019,4,8,48:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,021,,,,,,,,,,,,
2019,4,9,20:00.0,Boston Police Department,Violation of an Existing Restraining Order,0520,12312,,D4,05RB,270,,,,,,,,,,,,
2019,4,9,33:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,426,,,,,,,,,,,,
2019,4,9,04:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,501,,,,,,,,,,,,
2019,4,9,51:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,624,,,,,,,,,,,,
2019,4,9,52:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,C11,04xx,403,,,,,,,,,,,,
2019,4,10,08:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B2,Arrest,282,,,,,,,,,,,,
2019,4,10,27:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,426,,,,,,,,,,,,
2019,4,10,03:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,023,,,,,,,,,,,,
2019,4,10,49:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,423,,,,,,,,,,,,
2019,4,11,39:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,,,,,,,,,,,,,
2019,4,11,52:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A15,08xx,060,,,,,,,,,,,,
2019,4,11,30:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,572,,,,,,,,,,,,
2019,4,11,24:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,,,,,,,,,,,,,
2019,4,12,15:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B3,04xx,565,,,,,,,,,,,,
2019,4,12,24:00.0,Boston Police Department,Assault & Battery (209A),0404,12314,,C6,04xx,200,,,,,,,,,,,,
2019,4,12,45:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,461,,,,,,,,,,,,
2019,4,12,59:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,321,,,,,,,,,,,,
2019,4,12,53:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,465,,,,,,,,,,,,
2019,4,12,33:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,441,,,,,,,,,,,,
2019,4,13,34:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,100,,,,,,,,,,,,
2019,4,13,13:00.0,Boston Police Department,Violation of an Existing Restraining Order,0802,12312,,B3,08xx,943,,,,,,,,,,,,
2019,4,13,09:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,555,,,,,,,,,,,,
2019,4,13,16:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,578,,,,,,,,,,,,
2019,4,13,24:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,257,,,,,,,,,,,,
2019,4,14,55:00.0,Boston Police Department,Assault (209A),0639,12313,,C11,06xx,355,,,,,,,,,,,,
2019,4,14,02:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B2,04xx,184,,,,,,,,,,,,
2019,4,15,46:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,428,,,,,,,,,,,,
2019,4,15,41:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,133,,,,,,,,,,,,
2019,4,16,44:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,823,,,,,,,,,,,,
2019,4,16,20:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,A15,04xx,900,,,,,,,,,,,,
2019,4,16,59:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,103,,,,,,,,,,,,
2019,4,16,43:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,,,,,,,,,,,,,
2019,4,16,42:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,095,,,,,,,,,,,,
2019,4,16,05:00.0,Boston Police Department,Assault & Battery (209A),0635,12314,,D14,06MV,768,,,,,,,,,,,,
2019,4,17,32:00.0,Boston Police Department,Violation of an Existing Restraining Order,0520,12312,,B3,05RB,472,,,,,,,,,,,,
2019,4,18,18:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,129,,,,,,,,,,,,
2019,4,18,41:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,157,,,,,,,,,,,,
2019,4,18,23:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,271,,,,,,,,,,,,
2019,4,18,46:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,271,,,,,,,,,,,,
2019,4,18,30:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,466,,,,,,,,,,,,
2019,4,18,15:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,A7,Arrest,028,,,,,,,,,,,,
2019,4,18,30:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,540,,,,,,,,,,,,
2019,4,18,11:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,621,,,,,,,,,,,,
2019,4,19,20:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,461,,,,,,,,,,,,
2019,4,19,43:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,A7,04xx,,,,,,,,,,,,,
2019,4,19,37:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,429,,,,,,,,,,,,
2019,4,19,23:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B2,04xx,266,,,,,,,,,,,,
2019,4,19,34:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B2,04xx,602,,,,,,,,,,,,
2019,4,19,02:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,457,,,,,,,,,,,,
2019,4,20,25:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,336,,,,,,,,,,,,
2019,4,20,40:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,916,,,,,,,,,,,,
2019,4,21,33:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E18,08xx,540,,,,,,,,,,,,
2019,4,21,40:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,474,,,,,,,,,,,,
2019,4,21,50:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,364,,,,,,,,,,,,
2019,4,21,15:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,C6,04xx,215,,,,,,,,,,,,
2019,4,22,31:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,903,,,,,,,,,,,,
2019,4,22,40:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,150,,,,,,,,,,,,
2019,4,22,12:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,B3,04xx,429,,,,,,,,,,,,
2019,4,22,57:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,177,,,,,,,,,,,,
2019,4,22,51:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,257,,,,,,,,,,,,
2019,4,22,01:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B2,Arrest,311,,,,,,,,,,,,
2019,4,22,02:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,010,,,,,,,,,,,,
2019,4,22,49:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,962,,,,,,,,,,,,
2019,4,23,00:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,,,,,,,,,,,,,
2019,4,23,48:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,764,,,,,,,,,,,,
2019,4,23,10:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,,,,,,,,,,,,,
2019,4,23,40:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,D4,Arrest,146,,,,,,,,,,,,
2019,4,24,59:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,,,,,,,,,,,,,
2019,4,24,43:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,,,,,,,,,,,,,
2019,4,24,57:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,A7,Arrest,824,,,,,,,,,,,,
2019,4,25,45:00.0,Boston Police Department,Assault & Battery (209A),0520,12314,,B3,05RB,450,,,,,,,,,,,,
2019,4,25,55:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,288,,,,,,,,,,,,
2019,4,25,27:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,435,,,,,,,,,,,,
2019,4,25,11:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,811,,,,,,,,,,,,
2019,4,25,16:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,C11,Arrest,257,,,,,,,,,,,,
2019,4,25,52:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,B2,04xx,605,,,,,,,,,,,,
2019,4,26,05:00.0,Boston Police Department,Assault & Battery (209A),0520,12314,,B2,05RB,268,,,,,,,,,,,,
2019,4,26,01:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,143,,,,,,,,,,,,
2019,4,27,10:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,D14,04xx,803,,,,,,,,,,,,
2019,4,27,20:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,,,,,,,,,,,,,
2019,4,27,57:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E5,08xx,,,,,,,,,,,,,
2019,4,27,01:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,914,,,,,,,,,,,,
2019,4,27,02:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,823,,,,,,,,,,,,
2019,4,27,26:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,823,,,,,,,,,,,,
2019,4,27,02:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,451,,,,,,,,,,,,
2019,4,27,51:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C6,08xx,914,,,,,,,,,,,,
2019,4,27,49:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,A7,04xx,028,,,,,,,,,,,,
2019,4,28,54:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,303,,,,,,,,,,,,
2019,4,29,13:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,028,,,,,,,,,,,,
2019,4,29,54:00.0,Boston Police Department,Assault & Battery (209A),0623,12314,,A7,06xx,012,,,,,,,,,,,,
2019,4,29,51:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B3,Arrest,428,,,,,,,,,,,,
2019,4,29,56:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,574,,,,,,,,,,,,
2019,4,30,24:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,428,,,,,,,,,,,,
2019,4,30,30:00.0,Boston Police Department,Violation of an Existing Restraining Order,1401,12312,,B2,14xx,311,,,,,,,,,,,,
2019,4,30,11:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,609,,,,,,,,,,,,
2019,4,30,53:00.0,Boston Police Department,Assault & Battery (209A),0520,12314,,C11,05RB,347,,,,,,,,,,,,
2019,4,30,09:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,020,,,,,,,,,,,,
2019,4,30,56:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,,,,,,,,,,,,,
2019,5,1,10:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,C11,08xx,334,,,,,,,,,,,,
2019,5,1,50:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,E5,04xx,720,,,,,,,,,,,,
2019,5,1,25:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,E13,Arrest,,,,,,,,,,,,,
2019,5,1,35:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,083,,,,,,,,,,,,
2019,5,2,27:00.0,Boston Police Department,Assault & Battery (209A),0403,12314,,B3,04xx,458,,,,,,,,,,,,
2019,5,3,00:00.0,Boston Police Department,Assault & Battery (209A),0619,12314,,D4,06xx,150,,,,,,,,,,,,
2019,5,3,04:00.0,Boston Police Department,Violation of an Existing Restraining Order,3125,12312,,B2,Arrest,282,,,,,,,,,,,,
2019,5,4,19:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,435,,,,,,,,,,,,
2019,5,4,04:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,118,,,,,,,,,,,,
2019,5,5,55:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D14,08xx,796,,,,,,,,,,,,
2019,5,5,04:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,D4,08xx,162,,,,,,,,,,,,
2019,5,5,04:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,444,,,,,,,,,,,,
2019,5,5,06:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,577,,,,,,,,,,,,
2019,5,6,13:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A7,08xx,025,,,,,,,,,,,,
2019,5,6,25:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,A7,04xx,027,,,,,,,,,,,,
2019,5,6,43:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,A1,08xx,084,,,,,,,,,,,,
2019,5,7,32:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,316,,,,,,,,,,,,
2019,5,7,25:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B2,08xx,281,,,,,,,,,,,,
2019,5,7,38:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,C6,04xx,186,,,,,,,,,,,,
2019,5,8,25:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,,,,,,,,,,,,,
2019,5,8,29:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,B3,08xx,421,,,,,,,,,,,,
2019,5,8,33:00.0,Boston Police Department,Assault & Battery (209A),0802,12314,,E13,08xx,657,,,,,,,,,,,,
2019,5,8,37:00.0,Boston Police Department,Threats (209A),0611,12316,,C11,06xx,356,,,,,,,,,,,,
2019,5,8,57:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,C11,04xx,351,,,,,,,,,,,,
2019,5,8,21:00.0,Boston Police Department,"Assault & Battery, Dangerous Weapon (209A)",0403,12315,,E18,04xx,516,,,,,,,,,,,,
2019,5,8,33:00.0,Boston Police Department,Assault & Battery (209A) Felony Section,0404,12711,,B2,04xx,901,,,,,,,,,,,,
